"","V1","V2"
"16090","human","beings"
"16091","human","rights"
"16092","human","race"
"16100","humane","society"
"16101","hump","day"
"16102","hun","i"
"16103","hundred","years"
"16104","hunger","games"
"16105","hungry","i"
"16106","hungry","im"
"16107","hungry","af"
"16113","hunter","matt"
"16114","huntington","beach"
"16115","hurricane","irene"
"16116","hurry","get"
"16117","hurry","up"
"16118","hurry","i"
"16120","hurt","i"
"16121","hurt","bad"
"16122","hurt","feelings"
"16130","hurts","like"
"16131","hurts","bad"
"16132","hurts","i"
"16135","husband","i"
"16136","husband","wife"
"16137","hybrid","heights"
"16138","hyde","park"
"16139","i","love"
"16140","i","think"
"16141","i","just"
"17284","ice","cream"
"17285","ice","cold"
"17286","ice","cube"
"17291","iced","coffee"
"17292","iced","tea"
"17293","icing","cake"
"17294","icon","i"
"17295","iconic","boyz"
"17296","id","like"
"17297","id","love"
"17298","id","rather"
"17342","idea","i"
"17343","idea","im"
"17344","idea","rt"
"17366","ideas","i"
"17367","ides","march"
"17368","idk","i"
"17369","idk","im"
"17370","idk","just"
"17376","idol","i"
"17377","idol","tonight"
"17378","if","i"
"17379","if","u"
"17380","if","want"
"17522","ignorance","bliss"
"17523","ik","i"
"17524","ikr","i"
"17525","ill","take"
"17526","ill","get"
"17527","ill","see"
"17662","im","going"
"17663","im","gonna"
"17664","im","sure"
"18206","ima","go"
"18207","ima","get"
"18208","ima","make"
"18219","imagine","austin"
"18220","imagine","i"
"18221","imagine","you"
"18222","imma","go"
"18223","imma","get"
"18224","imma","make"
"18229","immune","system"
"18230","important","thing"
"18231","important","things"
"18232","important","part"
"18239","impossible","get"
"18240","improv","class"
"18241","improving","taxi"
"18242","in","the"
"18243","in","case"
"18244","in","my"
"18323","inbound","marketing"
"18324","inch","heels"
"18325","inches","snow"
"18326","including","us"
"18327","including","one"
"18328","income","tax"
"18329","incredible","i"
"18330","indeed","i"
"18331","indeed","rt"
"18332","indeed","thanks"
"18333","independence","day"
"18334","independent","artists"
"18335","independent","music"
"18336","independent","artist"
"18338","indian","food"
"18339","indiana","jones"
"18340","indiana","pacers"
"18341","indiana","state"
"18342","indianapolis","colts"
"18343","indians","game"
"18344","indie","film"
"18345","indie","music"
"18346","industry","night"
"18347","info","i"
"18348","info","session"
"18349","info","coming"
"18358","information","i"
"18359","inquiring","minds"
"18360","insane","i"
"18361","inside","i"
"18362","inside","outside"
"18363","inside","us"
"18370","inspiration","i"
"18371","inspiration","us"
"18372","inspire","others"
"18373","inspire","us"
"18374","inspired","you"
"18375","inspired","i"
"18376","inspotter","app"
"18377","inspotter","mobile"
"18378","instagram","i"
"18379","instagram","follow"
"18380","instead","i"
"18381","instead","just"
"18382","instead","im"
"18387","insurance","company"
"18388","insurance","companies"
"18389","intellectual","property"
"18390","interest","rates"
"18391","interested","see"
"18392","interested","hear"
"18393","interested","please"
"18404","interesting","see"
"18405","interesting","i"
"18406","interesting","stuff"
"18422","interior","design"
"18423","international","womens"
"18424","international","film"
"18425","internet","marketing"
"18426","internet","i"
"18427","internet","explorer"
"18431","interview","today"
"18432","interview","w"
"18433","interview","wednesday"
"18437","into","the"
"18438","introducing","new"
"18439","invisible","children"
"18440","invite","friends"
"18441","invite","i"
"18442","ios","app"
"18443","iowa","state"
"18444","ip","pptpltpsstp"
"18445","ipad","app"
"18446","ipad","i"
"18447","ipad","iphone"
"18449","iphone","app"
"18450","iphone","s"
"18451","iphone","i"
"18459","ipod","touch"
"18460","ipod","i"
"18461","ipod","shuffle"
"18462","irish","pub"
"18463","iron","man"
"18464","is","just"
"18465","is","the"
"18466","is","anyone"
"18553","isnt","good"
"18554","isnt","great"
"18555","isnt","just"
"18558","issue","i"
"18559","issue","now"
"18560","issue","will"
"18561","issues","i"
"18562","it","will"
"18563","it","great"
"18564","it","just"
"18737","it’s","time"
"18738","italian","food"
"18739","italian","sausage"
"18740","its","like"
"18741","its","going"
"18742","its","time"
"18940","itunes","i"
"18941","itunes","store"
"18942","iu","fans"
"18943","ive","got"
"18944","ive","never"
"18945","ive","ever"
"19047","j","cole"
"19048","j","blige"
"19049","ja","rule"
"19050","jack","white"
"19051","jack","box"
"19052","jack","daniels"
"19055","jacksonville","jaguars"
"19056","jacksonville","fl"
"19057","jacob","latimore"
"19058","jam","session"
"19059","jam","packed"
"19060","jamba","juice"
"19061","james","harden"
"19062","james","brown"
"19063","james","franco"
"19067","jamie","moyer"
"19068","jan","th"
"19069","jan","pm"
"19070","jan","st"
"19071","janet","jackson"
"19072","january","th"
"19073","january","st"
"19074","japanese","proverb"
"19075","jason","aldean"
"19076","jason","mraz"
"19077","javale","mcgee"
"19078","jay","z"
"19079","jay","leno"
"19080","jay","cutler"
"19081","jazz","fest"
"19082","jazz","festival"
"19083","jazz","club"
"19085","jealous","i"
"19086","jealous","right"
"19087","jealous","have"
"19092","jeans","today"
"19093","jello","shots"
"19094","jelly","beans"
"19095","jennifer","hudson"
"19096","jennifer","lopez"
"19097","jennifer","lawrence"
"19099","jeremy","lin"
"19100","jerk","chicken"
"19101","jerk","i"
"19102","jerry","springer"
"19103","jersey","shore"
"19104","jersey","i"
"19105","jessica","simpson"
"19106","jessica","sanchez"
"19107","jesus","christ"
"19108","jesus","i"
"19109","jesus","loves"
"19112","jet","lag"
"19113","jets","jets"
"19114","jets","fans"
"19115","jim","rohn"
"19116","jim","morrison"
"19117","jim","collins"
"19118","jimi","hendrix"
"19119","jimmy","fallon"
"19120","jimmy","johns"
"19121","jimmy","kimmel"
"19124","jk","i"
"19125","jk","im"
"19126","jk","jk"
"19128","joan","rivers"
"19129","job","i"
"19130","job","interview"
"19131","job","today"
"19170","jobs","i"
"19171","jobs","jobs"
"19172","jobs","act"
"19173","joe","paterno"
"19174","joe","biden"
"19175","joe","johnson"
"19178","joey","votto"
"19179","johann","wolfgang"
"19180","john","mayer"
"19181","john","cena"
"19182","john","carter"
"19198","johnny","depp"
"19199","johnny","cash"
"19200","johns","hopkins"
"19201","join","us"
"19202","join","fun"
"19203","join","team"
"19213","joined","us"
"19214","joined","twitter"
"19215","joining","us"
"19216","joining","twitter"
"19217","joining","team"
"19218","joins","us"
"19219","joke","i"
"19220","joke","right"
"19221","jokes","i"
"19222","joking","i"
"19223","jon","stewart"
"19224","jonah","hill"
"19225","jonas","brothers"
"19226","jordan","hill"
"19227","joseph","campbell"
"19228","josh","hamilton"
"19229","josh","smith"
"19230","josh","hutcherson"
"19232","joss","whedon"
"19233","journey","limited"
"19234","joy","i"
"19235","joy","joy"
"19236","joy","life"
"19237","jp","morgan"
"19238","jr","smith"
"19239","jr","high"
"19240","jr","phenom"
"19242","judge","people"
"19243","judge","i"
"19244","judge","book"
"19246","juice","i"
"19247","juiced","up"
"19248","juicy","j"
"19249","juliet","simms"
"19250","julius","caesar"
"19251","july","th"
"19252","july","st"
"19253","july","weekend"
"19257","jump","street"
"19258","jump","start"
"19259","jump","around"
"19262","jumped","shark"
"19263","jumping","around"
"19264","june","th"
"19265","june","nd"
"19266","june","st"
"19272","junior","seau"
"19273","junior","year"
"19274","junior","high"
"19276","junk","food"
"19277","jurassic","park"
"19278","jury","duty"
"19279","jus","got"
"19280","just","got"
"19281","just","saw"
"19282","just","like"
"19913","justice","system"
"19914","justin","bieber"
"19915","justin","biebers"
"19916","justin","beiber"
"19923","k","followers"
"19924","k","i"
"19925","k","thanks"
"19936","kanjoyas","emotional"
"19937","kansas","city"
"19938","kanye","west"
"19939","karaoke","tonight"
"19940","karate","kid"
"19941","karma","bitch"
"19942","kate","upton"
"19943","katy","perry"
"19944","katy","perrys"
"19945","keep","good"
"19946","keep","posted"
"19947","keep","going"
"20053","keeping","us"
"20054","keeping","busy"
"20055","keeping","real"
"20059","keeps","getting"
"20060","keeps","going"
"20061","keeps","saying"
"20066","keith","urban"
"20067","kelly","clarkson"
"20068","kelsey","xoxo"
"20069","kentucky","derby"
"20070","kept","going"
"20071","kept","saying"
"20072","kept","getting"
"20074","kerry","wood"
"20075","kevin","hart"
"20076","kevin","durant"
"20077","kevin","garnett"
"20080","key","success"
"20081","key","lime"
"20082","key","west"
"20086","keynote","speaker"
"20087","keynote","address"
"20088","khloe","lamar"
"20089","kick","ass"
"20090","kick","butt"
"20091","kick","back"
"20093","kicked","ass"
"20094","kicked","butt"
"20095","kicking","ass"
"20096","kicking","butt"
"20097","kicking","back"
"20098","kicks","ass"
"20099","kid","i"
"20100","kid","just"
"20101","kid","cudi"
"20107","kidding","i"
"20108","kidding","im"
"20109","kidding","right"
"20111","kidrauhl","swag"
"20112","kids","get"
"20113","kids","i"
"20114","kids","will"
"20144","kill","now"
"20145","kill","makes"
"20146","kill","people"
"20156","killed","tonight"
"20157","killed","last"
"20158","killed","i"
"20160","killing","i"
"20161","killing","right"
"20162","killing","time"
"20164","kim","kardashian"
"20165","kim","jong"
"20166","kim","k"
"20167","kimberly","sashacan"
"20168","kind","words"
"20169","kind","day"
"20170","kind","like"
"20193","kinda","like"
"20194","kinda","day"
"20195","kinda","wanna"
"20215","kindle","fire"
"20216","kinds","people"
"20217","king","jr"
"20218","king","of"
"20219","king","i"
"20223","kings","island"
"20224","kings","speech"
"20225","kiss","ass"
"20226","kiss","day"
"20227","kiss","fm"
"20228","kisses","im"
"20229","kitchen","open"
"20230","klout","score"
"20231","knew","i"
"20232","knew","going"
"20233","knew","u"
"20241","knicks","game"
"20242","knicks","win"
"20243","knicks","fan"
"20244","knight","rises"
"20245","kno","u"
"20246","kno","i"
"20247","kno","im"
"20249","knock","knock"
"20250","knock","em"
"20251","knock","door"
"20253","know","i"
"20254","know","im"
"20255","know","right"
"20569","knowing","i"
"20570","knowing","im"
"20571","knowledge","power"
"20572","known","i"
"20573","known","fact"
"20574","knows","i"
"20575","knows","im"
"20576","knows","maybe"
"20585","kobe","bryant"
"20586","kohl","center"
"20587","kool","aid"
"20588","korean","bbq"
"20589","krispy","kreme"
"20590","kristen","stewart"
"20591","kung","fu"
"20592","kurt","cobain"
"20593","kyrie","irving"
"20594","l","jackson"
"20595","l","o"
"20596","la","la"
"20597","la","i"
"20598","la","jolla"
"20616","labor","day"
"20617","lack","sleep"
"20618","laden","dead"
"20619","ladies","night"
"20620","ladies","free"
"20621","ladies","gentlemen"
"20628","lady","gaga"
"20629","lady","i"
"20630","lady","antebellum"
"20632","laid","back"
"20633","lake","city"
"20634","lake","show"
"20635","lake","michigan"
"20636","laker","fans"
"20637","laker","game"
"20638","laker","fan"
"20639","lakers","game"
"20640","lakers","win"
"20641","lakers","fans"
"20649","lamar","odom"
"20650","lame","ass"
"20651","lame","i"
"20652","lana","del"
"20653","landing","page"
"20654","language","i"
"20655","lao","tzu"
"20656","lap","dance"
"20657","laptop","i"
"20658","larry","bird"
"20659","las","vegas"
"20660","laser","tag"
"20661","last","night"
"20662","last","week"
"20663","last","year"
"20737","lastest","im"
"20738","lasts","forever"
"20739","lasts","longer"
"20740","late","night"
"20741","late","i"
"20742","late","reply"
"20772","lately","i"
"20773","lately","im"
"20774","lately","ive"
"20775","later","today"
"20776","later","i"
"20777","later","tonight"
"20786","latest","news"
"20787","latest","issue"
"20788","latest","post"
"20790","latin","america"
"20791","latin","jazz"
"20792","latin","american"
"20793","laugh","i"
"20794","laugh","loud"
"20795","laugh","hard"
"20801","laughed","hard"
"20802","laughed","loud"
"20803","laughed","i"
"20804","laughing","hard"
"20805","laughing","i"
"20806","laughing","loud"
"20808","launch","party"
"20809","launch","new"
"20810","launch","date"
"20812","launched","new"
"20813","launches","new"
"20814","launching","new"
"20815","launching","soon"
"20816","lauryn","hill"
"20817","law","school"
"20818","law","order"
"20819","law","firm"
"20823","lawn","mower"
"20824","lay","bed"
"20825","lay","firm"
"20826","laying","bed"
"20827","laying","around"
"20828","lazy","day"
"20829","lazy","sunday"
"20830","lazy","ass"
"20833","le","sigh"
"20834","lead","singer"
"20835","lead","go"
"20836","lead","us"
"20837","leadership","conference"
"20838","league","baseball"
"20839","league","i"
"20840","league","game"
"20842","leaning","towards"
"20843","leaning","toward"
"20844","leap","day"
"20845","leap","year"
"20846","learn","something"
"20847","learn","new"
"20848","learn","mistakes"
"20866","learned","lot"
"20867","learned","something"
